text,clean_double_ws,text_en,scores,compound,comp_scores
Prioritaskan Layanan Publik Berbasis HAM Kanwil Kemenkumham Sulteng Gelar Rapat Evaluasi dan Pelatihan Bahasa Isyarat pada Jajarannya,Prioritaskan Layanan Publik Berbasis HAM Kanwil Kemenkumham Sulteng Gelar Rapat Evaluasi dan Pelatihan Bahasa Isyarat pada Jajarannya,Prioritize Human Rights-Based Public Services Central Sulawesi Ministry of Law and Human Rights Regional Office Holds Evaluation Meeting and Sign Language Training for Its Staff,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 FMD KANWIL KEMENKUMHAM SULTENG ,FMD KANWIL KEMENKUMHAM SULTENG,FMD KANWIL KEMENKUMHAM SULTENG,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Sombori - Labengki Luwuk - Banggai. Semoga ada rezeki main kesana ,Sombori - Labengki Luwuk - Banggai. Semoga ada rezeki main kesana,Sombori - Labengki Luwuk - Banggai. Hopefully there will be luck playing there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
38 jam manado-palu-luwuk,38 jam manado-palu-luwuk,38 hours Manado-Palu-Luwuk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
GELAR OPINI KEBIJAKAN KANWIL KEMENKUMHAM SULTENG INFORMASIKAN IMPLEMENTASI PERLINDUNGAN DATA PRIBADI LAYANAN KEIMIGRASIAN,GELAR OPINI KEBIJAKAN KANWIL KEMENKUMHAM SULTENG INFORMASIKAN IMPLEMENTASI PERLINDUNGAN DATA PRIBADI LAYANAN KEIMIGRASIAN,POLICY OPINION HOLDING OF THE KANWIL KEMENKUMHAM SULTENG INFORMING THE IMPLEMENTATION OF PERSONAL DATA PROTECTION FOR IMMIGRATION SERVICES,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
SHDP KANWIL KEMENKUMHAM SULTENG GELAR DHARMA SANTI RAYAKAN HARI RAYA NYEPI TAHUN BARU CAKKA 1945,SHDP KANWIL KEMENKUMHAM SULTENG GELAR DHARMA SANTI RAYAKAN HARI RAYA NYEPI TAHUN BARU CAKKA 1945,SHDP KANWIL KEMENKUMHAM SULTENG HELD DHARMA SANTI CELEBRATING NYEPI NEW YEAR CAKKA 1945,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Menuju Paradigma Baru Pemidanaan Indonesia Halo Sahabat Pemasyarakatan Disahkannya Undang-Undang Nomor 22 Tahun 2022 tentang Pemasyarakatan menjadi penyempurna transformasi Pemasyarakatan Indonesia.,Menuju Paradigma Baru Pemidanaan Indonesia Halo Sahabat Pemasyarakatan Disahkannya Undang-Undang Nomor 22 Tahun 2022 tentang Pemasyarakatan menjadi penyempurna transformasi Pemasyarakatan Indonesia.,Towards a New Paradigm for Indonesian Penal Services Hello Friends of Corrections The passing of Law Number 22 of 2022 concerning Corrections completes the transformation of Indonesian Corrections.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Setelah beberapa tahun selalu bersama puasa tahun ini diawali dengan cerita LDR.. Tugas pindah ke Poso anak istri pulang ke luwuk. Dan pada akhirnya Akan ada hikmah dari setiap perjalanan baru. Seperti kami yang lagi mendalami apa itu rindu.,Setelah beberapa tahun selalu bersama puasa tahun ini diawali dengan cerita LDR.. Tugas pindah ke Poso anak istri pulang ke luwuk. Dan pada akhirnya Akan ada hikmah dari setiap perjalanan baru. Seperti kami yang lagi mendalami apa itu rindu.,"After several years of always fasting together, this year begins with the story of an LDR... The task of moving to Poso, the wife and children return to Luwuk. And in the end there will be a lesson from every new journey. Like we are still exploring what longing is.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kelebihannya kota Luwuk : MATI LAMPU,Kelebihannya kota Luwuk : MATI LAMPU,The advantages of the city of Luwuk: OFF THE LIGHTS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Edukasi Permenkumham No 06 berjalan dengan baik dan penuh pemahaman warga binaan pindahan Lapas Parigi dan Lapas Luwuk serta dilaksanakan dengan motto kerja Lapas Ampana Cepat Tepat Tuntas (CTT) untuk Lapas Ampana yang lebih baik dan tertib. (Red/Humas-Laspana),Edukasi Permenkumham No 06 berjalan dengan baik dan penuh pemahaman warga binaan pindahan Lapas Parigi dan Lapas Luwuk serta dilaksanakan dengan motto kerja Lapas Ampana Cepat Tepat Tuntas (CTT) untuk Lapas Ampana yang lebih baik dan tertib. (Red/Humas-Laspana),Education on Minister of Law and Human Rights No. 06 went well and was full of understanding for the inmates transferred to Parigi Prison and Luwuk Prison and was carried out with the work motto of Ampana Prison Quickly and Completely (CTT) for a better and orderly Ampana Prison. (Ed/PR-Laspana),"{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.296}",-0.296,negatif
 Sosialisasi Pungli dan Gratifikasi ,Sosialisasi Pungli dan Gratifikasi,Socialization of Extortion and Gratification,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
udah hampir 3 tahun gak pulang luwuk. panggilan pulang semakin kesini semakin kenceng. lebaran kali ini pulang aja kali ya sekalian solo touring?,udah hampir 3 tahun gak pulang luwuk. panggilan pulang semakin kesini semakin kenceng. lebaran kali ini pulang aja kali ya sekalian solo touring?,"I haven't been home from Luwuk for almost 3 years. the calls home are getting louder and louder. This Eid, let's just go home and go on a solo tour?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Halo Sahabat BaLuk dalam rangka memasuki bulan suci Ramadhan 1444H/2023M dan berdasarkan Surat Edaran Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Menteri PANRB) Nomor 06 Tahun 2023,Halo Sahabat BaLuk dalam rangka memasuki bulan suci Ramadhan 1444H/2023M dan berdasarkan Surat Edaran Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Menteri PANRB) Nomor 06 Tahun 2023,Hello Friends of BaLuk in order to enter the holy month of Ramadhan 1444H/2023M and based on the Circular Letter of the Minister for Administrative Reform and Bureaucratic Reform (Minister of PANRB) Number 06 of 2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Unit Pelayanan Teknis (UPT) kantor Balai Pemasyarakatan Kelas II Luwuk Jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,Unit Pelayanan Teknis (UPT) kantor Balai Pemasyarakatan Kelas II Luwuk Jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,"The Technical Services Unit (UPT) of the Luwuk Class II Correctional Center office at the Ministry of Law and Human Rights, Central Sulawesi always tries to provide the best service for the community.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 PENGUATAN TUSI ASN ,PENGUATAN TUSI ASN,STRENGTHENING ASN TUITION,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 PELANTIKAN PNS ,PELANTIKAN PNS,INAUGURATION OF PNS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 PEMBUKAAN PEKAN OLAHRAGA PEMASYARAKATAN ,PEMBUKAAN PEKAN OLAHRAGA PEMASYARAKATAN,OPENING OF COMMUNITY SPORTS WEEK,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Setiap tindakan selalu ada timbal balik Luwuk Banggai,Setiap tindakan selalu ada timbal balik Luwuk Banggai,Luwuk Banggai always gives feedback to every action,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 PENGUATAN TUGAS DAN FUNGSI OLEH SEKJEND KEMENKUMHAM R.I ,PENGUATAN TUGAS DAN FUNGSI OLEH SEKJEND KEMENKUMHAM R.I,STRENGTHENING DUTIES AND FUNCTIONS BY THE SECRETARY GENERAL OF THE R.I. KEMENKUMHAM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
nunggu momen ketika diacara nikahkanku nanti MC nya manggil mohon kesediaan foto bersama untuk siswa-siswi SMP negeri 4 Luwuk trus siswa-siswiku maju dgn wajah senyum-senyam aamiin.,nunggu momen ketika diacara nikahkanku nanti MC nya manggil mohon kesediaan foto bersama untuk siswa-siswi SMP negeri 4 Luwuk trus siswa-siswiku maju dgn wajah senyum-senyam aamiin.,"Waiting for the moment at my wedding ceremony, the MC will call and ask for a group photo for the students of SMP Negeri 4 Luwuk, then my students will come forward with smiling faces, amen.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Rakernis Pemasyarakatan Kanwil Kemenkumham Sulteng ,Rakernis Pemasyarakatan Kanwil Kemenkumham Sulteng,"Correctional Working Meeting of the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Menyamakan persepsi JFT PK dan APK Bapas Luwuk mengikuti Penguatan tentang Fungsi Pembimbing Kemasyarakatan.,Menyamakan persepsi JFT PK dan APK Bapas Luwuk mengikuti Penguatan tentang Fungsi Pembimbing Kemasyarakatan.,Equating the perceptions of JFT PK and APK Bapas Luwuk following the Strengthening of the Function of Community Guidance.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mengedepankan kepetingan untuk anak PK Bapas Luwuk lakukan pendampingan sidang anak.,Mengedepankan kepetingan untuk anak PK Bapas Luwuk lakukan pendampingan sidang anak.,Prioritizing the needs of children PK Bapas Luwuk provides assistance to children's trials.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Memaksimalkan Fungsi Pengawasan PK Bapas Luwuk lakukan Home Visit.,Memaksimalkan Fungsi Pengawasan PK Bapas Luwuk lakukan Home Visit.,Maximizing the Supervision Function of PK Bapas Luwuk conducts Home Visits.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Mendapatkan kunjungan Monitoring dan Evaluasi (Monev) Bapas Luwuk siap bebenah.,Mendapatkan kunjungan Monitoring dan Evaluasi (Monev) Bapas Luwuk siap bebenah.,"Receiving a Monitoring and Evaluation (Monev) visit, Bapas Luwuk is ready to improve.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Bimbingan Teknis Manajemen Risiko Kanwil Kemenkumham Sulawesi Tengah ,Bimbingan Teknis Manajemen Risiko Kanwil Kemenkumham Sulawesi Tengah,"Technical Guidance on Risk Management for the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Bimbingan Teknis SPIP Kanwil Kemenkumham Sulawesi Tengah ,Bimbingan Teknis SPIP Kanwil Kemenkumham Sulawesi Tengah,"SPIP Technical Guidance for the Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kami pass luwuk sulteng. Yg sama fantasy DM jo,Kami pass luwuk sulteng. Yg sama fantasy DM jo,"We passed Luwuk, Central Sulawesi. Same fantasy DM jo","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Bagemana kalo buat luwuk street fighter supa t abis abis dn baku lempar batu HAHAHA,Bagemana kalo buat luwuk street fighter supa t abis abis dn baku lempar batu HAHAHA,What if you make a luwuk street fighter so you don't end up throwing stones HAHAHA,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.7125}",0.7125,positif
Selera musik di luwuk ikot arusssss!! Sa termasuk sih HAHAHAHAHAHA lekos....,Selera musik di luwuk ikot arusssss!! Sa termasuk sih HAHAHAHAHAHA lekos....,The taste of music in Luwuk is really flowing!! I'm one of them HAHAHAHAHAHA cool....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pembimbing Kemasyarakatan (PK) Bapas Luwuk melaksanakan Kegiatan pendampingan sidang terhadap empat orang ABH.,Pembimbing Kemasyarakatan (PK) Bapas Luwuk melaksanakan Kegiatan pendampingan sidang terhadap empat orang ABH.,The Community Counselor (PK) Bapas Luwuk carried out trial assistance activities for four ABH people.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Menuju pelayanan publik yang lebih baik Bapas Kelas II Luwuk mendapatkan sosialisasi budaya pelayanan prima.,Menuju pelayanan publik yang lebih baik Bapas Kelas II Luwuk mendapatkan sosialisasi budaya pelayanan prima.,"Towards better public services, Luwuk Class II Fathers receive socialization on the culture of excellent service.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Unit Pelayanan Teknis (UPT) kantor Bapas Kelas II Luwuk jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,Unit Pelayanan Teknis (UPT) kantor Bapas Kelas II Luwuk jajaran Kementerian Hukum dan HAM Sulawesi Tengah selalu mencoba memberikan pelayanan yang terbaik untuk masyarakat.,The Technical Services Unit (UPT) of the Luwuk Class II Bapas office within the Ministry of Law and Human Rights of Central Sulawesi always tries to provide the best service to the community.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Kegiatan pemeriksaan dan pengawasan komoditi perikanan di terminal Cargo Bandara SAA Luwuk Banggai @bkipm_kkp @pamujilestari_bkipm @harimaryadi65 @afat_bki @putramedya @l3o_rama #KKPThrive #kkpgoid #MenteriKKP #SaktiWahyuTrenggono #Bkipm #LuwukBanggai,Kegiatan pemeriksaan dan pengawasan komoditi perikanan di terminal Cargo Bandara SAA Luwuk Banggai @bkipm_kkp @pamujilestari_bkipm @harimaryadi65 @afat_bki @putramedya @l3o_rama #KKPThrive #kkpgoid #MenteriKKP #SaktiWahyuTrenggono #Bkipm #LuwukBanggai,Inspection and supervision activities for fisheries commodities at the SAA Luwuk Banggai Airport Cargo terminal @bkipm_kkp @pamujilestari_bkipm @harimaryadi65 @afat_bki @putramedya @l3o_rama #KKPThrive #kkpgoid #MinisterKKP #SaktiWahyuTrenggono #Bkipm #LuwukBanggai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Penandatanganan Perjanjian Kerjasama Pemberitaan dengan Media Online ,Penandatanganan Perjanjian Kerjasama Pemberitaan dengan Media Online,Signing of News Collaboration Agreement with Online Media,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Penandatanganan Perjanjian Pelaksanaan Bantuan Hukum TA 2023 ,Penandatanganan Perjanjian Pelaksanaan Bantuan Hukum TA 2023,Signing of the 2023 Legal Aid Implementation Agreement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Pembukaan Rekonsiliasi dan Pemutakhiran Data Laporan Keuangan dan BMN Semester II TA 2022 ,Pembukaan Rekonsiliasi dan Pemutakhiran Data Laporan Keuangan dan BMN Semester II TA 2022,Opening of Reconciliation and Updating of Financial Report and BMN Data for Semester II FY 2022,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Penandatanganan Perjanjian Kinerja dan Pencanangan Pembangunan Zona Integritas menuju WBK/WBBM Tahun 2023 ,Penandatanganan Perjanjian Kinerja dan Pencanangan Pembangunan Zona Integritas menuju WBK/WBBM Tahun 2023,Signing of Performance Agreement and Designation of Integrity Zone Development towards WBK/WBBM in 2023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Update: Info Gempa Mag:6.3 18-Jan-23 07:34:46 WIB Lok:0.07 LS 123.28 BT (69 km Tenggara BONEBOLANGO-GORONTALO) Kedlmn:138 Km dirasakan di Luwuk dan Ampana III-IV MMI Kotamobagu Kab. Gorontalo Kota Gorontalo Pohuwato Bolaang Mongondow Timur Bolaang Mongondow Taliabu ,Update: Info Gempa Mag:6.3 18-Jan-23 07:34:46 WIB Lok:0.07 LS 123.28 BT (69 km Tenggara BONEBOLANGO-GORONTALO) Kedlmn:138 Km dirasakan di Luwuk dan Ampana III-IV MMI Kotamobagu Kab. Gorontalo Kota Gorontalo Pohuwato Bolaang Mongondow Timur Bolaang Mongondow Taliabu,Update: Earthquake Info Mag:6.3 18-Jan-23 07:34:46 IWST Lok:0.07 LS 123.28 BT (69 km Southeast of BONEBOLANGO-GORONTALO) Kedlmn:138 Km felt in Luwuk and Ampana III-IV MMI Kotamobagu Kab. Gorontalo Gorontalo City Pohuwato Bolaang Mongondow Timur Bolaang Mongondow Taliabu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Suami mw ke banggai kepulauan dari kota luwuk butuh waktu 8jam lebih dg naik kapal kalau acaranya hari rabu sdgkan skg masih di makassar ya silahkan dipikir apakah masih nutut itu ke banggai hari rabu kecuali naik bouroq yg sekali kedip langsung sampai jadwal kapal jg kdg molor,Suami mw ke banggai kepulauan dari kota luwuk butuh waktu 8jam lebih dg naik kapal kalau acaranya hari rabu sdgkan skg masih di makassar ya silahkan dipikir apakah masih nutut itu ke banggai hari rabu kecuali naik bouroq yg sekali kedip langsung sampai jadwal kapal jg kdg molor,"My husband goes to the Banggai Islands from Luwuk City, it takes more than 8 hours by boat if the event is on Wednesday, but now he's still in Makassar, please think about whether you still need to go to Banggai on Wednesday unless you take the Bouroq, which once blinks, and the boat schedule is also delayed.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Dear @BatikAirINA suami saya penerbangan dari palu tujuan luwuk transit makassar kenapa ditinggal sudah dua kali begini loh harusnya kalo rutenya gak cuan mending ditutup aja suami saya ada jadwal penting jd harus kepending semalem,Dear @BatikAirINA suami saya penerbangan dari palu tujuan luwuk transit makassar kenapa ditinggal sudah dua kali begini loh harusnya kalo rutenya gak cuan mending ditutup aja suami saya ada jadwal penting jd harus kepending semalem,"Dear @BatikAirINA, my husband's flight from Palu to Luwuk, transit to Makassar, why was he left behind twice like this? If the route doesn't work, it's better to just close it. My husband has an important schedule so he has to go to bed overnight.","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.3818}",0.3818,positif
 Lomba Memasak Kanwil Kemenkumham Sulteng ,Lomba Memasak Kanwil Kemenkumham Sulteng,Central Sulawesi Ministry of Law and Human Rights Regional Office Cooking Competition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Refleksi Akhir Tahun 2022 Kanwil Kemenkumham Sulteng ,Refleksi Akhir Tahun 2022 Kanwil Kemenkumham Sulteng,"End of Year Reflection 2022 Regional Office of the Ministry of Law and Human Rights, Central Sulawesi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
 Upacara Bendera Peringatan Hari Ibu ke-94 Tahun 2022 ,Upacara Bendera Peringatan Hari Ibu ke-94 Tahun 2022,Flag Ceremony to Commemorate 94th Mother's Day 2022,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Luwuk - Dalam rangka memperingati hari ibu ke-94 tahun 2022 telah dilaksanakan upacara bendera di halaman kantor Balai Pemasyarakatan (Bapas) Kelas II Luwuk jajaran Kemenkumham Sulawesi Tengah (Kamis 22/12/2022).,Luwuk - Dalam rangka memperingati hari ibu ke-94 tahun 2022 telah dilaksanakan upacara bendera di halaman kantor Balai Pemasyarakatan (Bapas) Kelas II Luwuk jajaran Kemenkumham Sulawesi Tengah (Kamis 22/12/2022).,"Luwuk - In commemoration of the 94th Mother's Day in 2022, a flag ceremony was held in the courtyard of the Luwuk Class II Correctional Center (Bapas) office at the Ministry of Law and Human Rights, Central Sulawesi (Thursday 22/12/2022).","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Palu - Kegiatan Evaluasi Pelaksanaan Anggaran Tahun 2022 dan Persiapan Pelaksanaan Anggaran Tahun 2023 (Rabu 21/12/2022).,Palu - Kegiatan Evaluasi Pelaksanaan Anggaran Tahun 2022 dan Persiapan Pelaksanaan Anggaran Tahun 2023 (Rabu 21/12/2022).,Palu - Evaluation of 2022 Budget Implementation Activities and Preparation for 2023 Budget Implementation (Wednesday 21/12/2022).,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
Pernah jg di palangkaraya tp seingetku alhamdulillah signal lancar di mamuju jg pernah agak pelosok tp kdg msh terjangkau signal dari kmrn ditinggal ke banggai kepulauan butuh 8jam lebih naik kapal dari luwuk alhamdulillah msh ad signal bener2 yaa yg pacarnya anak sipil siap2 ,Pernah jg di palangkaraya tp seingetku alhamdulillah signal lancar di mamuju jg pernah agak pelosok tp kdg msh terjangkau signal dari kmrn ditinggal ke banggai kepulauan butuh 8jam lebih naik kapal dari luwuk alhamdulillah msh ad signal bener2 yaa yg pacarnya anak sipil siap2,"I've also been in Palangkaraya, but as far as I remember, thank God, the signal was smooth in Mamuju, but it was also a bit remote, but the signal was still reachable from here, leaving for the Banggai Islands, it took more than 8 hours by boat from Luwuk, thank God, there's still a good signal, my girlfriend is a civilian, ready","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,netral
